1.046111531458741047e+04 5.926878042123257728e+02
1.045930758348572090e+04 4.475067341217058470e+02
1.053123244662448269e+04 5.978265743153351650e+02
1.052912001695394429e+04 5.934671126081714192e+02
1.052650525940126863e+04 5.999396846522331543e+02
1.051787041904683429e+04 5.626835574528442976e+02
1.054108096085175384e+04 5.870300689947346200e+02
1.047693897483581350e+04 5.994047240444789395e+02
1.049758168824282438e+04 5.930286726519234435e+02
1.050157532679188080e+04 5.958846837657475817e+02
1.046882807988320383e+04 5.879824588303986275e+02
1.050899585910892711e+04 5.907074245348974273e+02
1.045380236661603521e+04 6.120113821969540595e+02
1.042361650234148510e+04 5.650694091907588472e+02
1.042814726803297890e+04 6.050675063179984363e+02
